"index","year","first_name","sex","num"
"175","1921","Carl","M","7077"
"176","1921","Earl","M","6754"
"177","1921","Roy","M","6545"
"178","1921","Fred","M","6495"
"179","1921","Willie","M","6490"
"180","1921","Francis","M","6293"
"181","1921","Joe","M","6204"
"182","1921","Lawrence","M","5977"
"183","1921","Ernest","M","5697"
"184","1921","Leonard","M","5651"
"185","1921","Anthony","M","5239"
"186","1921","Stanley","M","5232"
"187","1921","Herbert","M","5217"
"188","1922","Mary","F","72176"
"189","1922","Dorothy","F","37715"
"190","1922","Helen","F","32509"
"191","1922","Margaret","F","26863"
"192","1922","Ruth","F","23631"
"193","1922","Betty","F","20895"
"194","1922","Virginia","F","19146"
"195","1922","Mildred","F","16412"
"196","1922","Elizabeth","F","15243"
"197","1922","Frances","F","15053"
"198","1922","Doris","F","13798"
"199","1922","Anna","F","13408"
"200","1922","Evelyn","F","13318"
"201","1922","Marie","F","11912"
"202","1922","Alice","F","11277"
"203","1922","Marjorie","F","10385"
"204","1922","Irene","F","10173"
"205","1922","Florence","F","10035"
"206","1922","Lillian","F","9429"
"207","1922","Jean","F","9109"
"208","1922","Martha","F","9021"
"209","1922","Louise","F","8886"
"210","1922","Rose","F","8790"
"211","1922","Catherine","F","8537"
"212","1922","Gladys","F","8042"
"213","1922","Ruby","F","8003"
"214","1922","Josephine","F","7865"
"215","1922","Eleanor","F","7852"
"216","1922","Edna","F","7622"
"217","1922","Annie","F","7476"
"218","1922","Thelma","F","7254"
"219","1922","Ethel","F","7245"
"220","1922","Lucille","F","7150"
"221","1922","Edith","F","7136"
"222","1922","Lois","F","6946"
"223","1922","Pauline","F","6811"
"224","1922","Hazel","F","6758"
"225","1922","Grace","F","6743"
"226","1922","Shirley","F","6408"
"227","1922","Barbara","F","6272"
"228","1922","Bernice","F","5912"
"229","1922","Marion","F","5667"
"230","1922","Beatrice","F","5476"
"231","1922","Esther","F","5474"
"232","1922","June","F","5382"
"233","1922","Norma","F","5238"
"234","1922","Clara","F","5126"
"235","1922","Gertrude","F","5082"
"236","1922","Ann","F","5054"
"237","1922","Emma","F","5013"
"238","1922","John","M","57280"
"239","1922","Robert","M","53793"
"240","1922","William","M","51112"
"241","1922","James","M","49802"
"242","1922","Charles","M","28841"
"243","1922","George","M","27350"
"244","1922","Joseph","M","25698"
"245","1922","Edward","M","20419"
"246","1922","Richard","M","17537"
"247","1922","Frank","M","16013"
"248","1922","Thomas","M","15263"
"249","1922","Donald","M","14914"
"250","1922","Harold","M","13593"
"251","1922","Paul","M","12924"
"252","1922","Walter","M","12632"
"253","1922","Raymond","M","12128"
"254","1922","Henry","M","11207"
"255","1922","Jack","M","10847"
"256","1922","Arthur","M","10115"
"257","1922","Albert","M","9896"
"258","1922","Kenneth","M","9257"
"259","1922","Harry","M","9078"
"260","1922","Ralph","M","8484"
"261","1922","David","M","7866"
"262","1922","Eugene","M","7849"
"263","1922","Howard","M","7296"
"264","1922","Louis","M","7095"
"265","1922","Willie","M","6904"
"266","1922","Clarence","M","6861"
"267","1922","Carl","M","6691"
"268","1922","Earl","M","6461"
"269","1922","Roy","M","6458"
"270","1922","Fred","M","6245"
"271","1922","Francis","M","6148"
"272","1922","Joe","M","6089"
"273","1922","Lawrence","M","5786"
"274","1922","Ernest","M","5503"
"275","1922","Leonard","M","5407"
"276","1922","Anthony","M","5092"
"277","1922","Herbert","M","5047"
"278","1922","Stanley","M","5045"
"279","1923","Mary","F","71635"
"280","1923","Dorothy","F","39043"
"281","1923","Helen","F","31487"
"282","1923","Margaret","F","26133"
"283","1923","Betty","F","25991"
"284","1923","Ruth","F","23638"
"285","1923","Virginia","F","18326"
"286","1923","Mildred","F","15990"
"287","1923","Elizabeth","F","15461"
"288","1923","Frances","F","14880"
"289","1923","Doris","F","14610"
"290","1923","Evelyn","F","13175"
"291","1923","Anna","F","12864"
"292","1923","Marie","F","11512"
"293","1923","Alice","F","11331"
"294","1923","Marjorie","F","10220"
"295","1923","Irene","F","10053"
"296","1923","Florence","F","9746"
"297","1923","Jean","F","9511"
"298","1923","Lillian","F","9328"
"299","1923","Martha","F","8962"
"300","1923","Louise","F","8882"
"301","1923","Rose","F","8440"
"302","1923","Catherine","F","8438"
"303","1923","Ruby","F","8232"
"304","1923","Shirley","F","7918"
"305","1923","Lois","F","7814"
"306","1923","Eleanor","F","7772"
"307","1923","Gladys","F","7695"
"308","1923","Josephine","F","7559"
"309","1923","Thelma","F","7379"
"310","1923","Edna","F","7299"
"311","1923","Barbara","F","7209"
"312","1923","Annie","F","7095"
"313","1923","Lucille","F","6914"
"314","1923","Edith","F","6835"
"315","1923","Pauline","F","6707"
"316","1923","Ethel","F","6541"
"317","1923","Grace","F","6316"
"318","1923","Hazel","F","6245"
"319","1923","Norma","F","5885"
"320","1923","June","F","5810"
"321","1923","Bernice","F","5808"
"322","1923","Marion","F","5711"
"323","1923","Phyllis","F","5476"
"324","1923","Beatrice","F","5464"
"325","1923","Esther","F","5315"
"326","1923","Gloria","F","5310"
"327","1923","Clara","F","5134"
"328","1923","Rita","F","5095"
"329","1923","Juanita","F","5048"
"330","1923","Ann","F","5022"
"331","1923","John","M","57469"
"332","1923","Robert","M","56115"
"333","1923","William","M","52137"
"334","1923","James","M","50464"
"335","1923","Charles","M","28962"
"336","1923","George","M","27023"
"337","1923","Joseph","M","25562"
"338","1923","Edward","M","20597"
"339","1923","Richard","M","18886"
"340","1923","Donald","M","16433"
"341","1923","Frank","M","15905"
"342","1923","Thomas","M","15884"
"343","1923","Harold","M","13875"
"344","1923","Paul","M","13362"
"345","1923","Raymond","M","12462"
"346","1923","Walter","M","12432"
"347","1923","Jack","M","11191"
"348","1923","Henry","M","11067"
"349","1923","Arthur","M","9923"
"350","1923","Albert","M","9825"
"351","1923","Kenneth","M","9734"
"352","1923","Harry","M","9262"
"353","1923","Ralph","M","8630"
"354","1923","David","M","8230"
"355","1923","Eugene","M","7947"
"356","1923","Howard","M","7158"
"357","1923","Louis","M","7076"
"358","1923","Carl","M","6871"
"359","1923","Clarence","M","6801"
"360","1923","Willie","M","6664"
"361","1923","Earl","M","6339"
"362","1923","Roy","M","6317"
"363","1923","Fred","M","6314"
"364","1923","Francis","M","6087"
"365","1923","Joe","M","6004"
"366","1923","Lawrence","M","5913"
"367","1923","Leonard","M","5486"
"368","1923","Ernest","M","5372"
"369","1923","Anthony","M","5120"
"370","1923","Herbert","M","5072"
"371","1923","Stanley","M","5035"
"372","1923","Alfred","M","5005"
"373","1924","Mary","F","73536"
"374","1924","Dorothy","F","39999"
"375","1924","Helen","F","31193"
"376","1924","Betty","F","30600"
"377","1924","Margaret","F","26548"
"378","1924","Ruth","F","23600"
"379","1924","Virginia","F","18622"
"380","1924","Mildred","F","15853"
"381","1924","Doris","F","15786"
"382","1924","Frances","F","15183"
"383","1924","Elizabeth","F","14950"
"384","1924","Evelyn","F","13358"
"385","1924","Anna","F","13077"
"386","1924","Marie","F","11577"
"387","1924","Alice","F","11537"
"388","1924","Jean","F","10723"
"389","1924","Marjorie","F","10069"
"390","1924","Irene","F","9928"
"391","1924","Shirley","F","9490"
"392","1924","Florence","F","9472"
"393","1924","Martha","F","9319"
"394","1924","Lois","F","9299"
"395","1924","Lillian","F","9100"
"396","1924","Louise","F","8854"
"397","1924","Rose","F","8480"
"398","1924","Ruby","F","8406"
"399","1924","Catherine","F","8363"
"400","1924","Barbara","F","8305"
"401","1924","Eleanor","F","8193"
"402","1924","Gladys","F","7790"
"403","1924","Edna","F","7408"
"404","1924","Annie","F","7350"
"405","1924","Thelma","F","7316"
"406","1924","Josephine","F","7274"
"407","1924","Patricia","F","6958"
"408","1924","Edith","F","6891"
"409","1924","Lucille","F","6744"
"410","1924","Pauline","F","6722"
"411","1924","Ethel","F","6585"
"412","1924","Norma","F","6542"
"413","1924","Gloria","F","6534"
"414","1924","Hazel","F","6342"
"415","1924","Grace","F","6329"
"416","1924","Phyllis","F","6267"
"417","1924","June","F","6150"
"418","1924","Marion","F","6047"
"419","1924","Bernice","F","6033"
"420","1924","Juanita","F","5404"
"421","1924","Rita","F","5381"
"422","1924","Beatrice","F","5271"
"423","1924","Esther","F","5257"
"424","1924","Lorraine","F","5109"
"425","1924","Jane","F","5104"
"426","1924","Sarah","F","5045"
"427","1924","Ann","F","5035"
"428","1924","Robert","M","60801"
"429","1924","John","M","59054"
"430","1924","William","M","53509"
"431","1924","James","M","52940"
"432","1924","Charles","M","30462"
"433","1924","George","M","27377"
"434","1924","Joseph","M","25422"
"435","1924","Richard","M","21245"
"436","1924","Edward","M","21127"
"437","1924","Donald","M","17929"
"438","1924","Thomas","M","16555"
"439","1924","Frank","M","16041"
"440","1924","Harold","M","14150"
"441","1924","Paul","M","13338"
"442","1924","Raymond","M","12871"
"443","1924","Walter","M","12696"
"444","1924","Jack","M","11922"
"445","1924","Henry","M","11197"
"446","1924","Kenneth","M","10355"
"447","1924","Arthur","M","10172"
"448","1924","Albert","M","9880"
"449","1924","Harry","M","9113"
"450","1924","Ralph","M","8767"
"451","1924","David","M","8759"
"452","1924","Eugene","M","8348"
"453","1924","Howard","M","7372"
"454","1924","Carl","M","7084"
"455","1924","Louis","M","7043"
"456","1924","Clarence","M","6895"
"457","1924","Willie","M","6701"
"458","1924","Roy","M","6557"
"459","1924","Fred","M","6534"
"460","1924","Earl","M","6530"
"461","1924","Francis","M","6131"
"462","1924","Joe","M","6044"
"463","1924","Lawrence","M","5775"
"464","1924","Ernest","M","5684"
"465","1924","Leonard","M","5601"
"466","1924","Anthony","M","5192"
"467","1924","Stanley","M","5187"
"468","1924","Herbert","M","5121"
"469","1924","Norman","M","5045"
"470","1925","Mary","F","70586"
"471","1925","Dorothy","F","38570"
"472","1925","Betty","F","32814"
"473","1925","Helen","F","29173"
"474","1925","Margaret","F","24463"
"475","1925","Ruth","F","22247"
"476","1925","Virginia","F","17491"
"477","1925","Doris","F","16076"
"478","1925","Mildred","F","14453"
"479","1925","Elizabeth","F","13936"
"480","1925","Frances","F","13824"
"481","1925","Evelyn","F","12504"
"482","1925","Anna","F","12251"
"483","1925","Jean","F","11598"
"484","1925","Alice","F","11575"
"485","1925","Marie","F","10929"
"486","1925","Shirley","F","10513"
"487","1925","Lois","F","9573"
"488","1925","Irene","F","9441"
"489","1925","Gloria","F","9381"
"490","1925","Marjorie","F","9307"
"491","1925","Barbara","F","9156"
"492","1925","Martha","F","8764"
"493","1925","Florence","F","8585"
"494","1925","Lillian","F","8352"
"495","1925","Rose","F","8280"
"496","1925","Louise","F","8275"
"497","1925","Patricia","F","8095"
"498","1925","Catherine","F","7867"
"499","1925","Ruby","F","7843"
"500","1925","Eleanor","F","7724"
"501","1925","Annie","F","7350"
"502","1925","Gladys","F","7231"
"503","1925","Norma","F","6941"
"504","1925","Thelma","F","6823"
"505","1925","Josephine","F","6809"
"506","1925","Edna","F","6782"
"507","1925","Pauline","F","6729"
"508","1925","June","F","6649"
"509","1925","Phyllis","F","6485"
"510","1925","Lucille","F","6397"
"511","1925","Edith","F","6275"
"512","1925","Ethel","F","6174"
"513","1925","Grace","F","5984"
"514","1925","Hazel","F","5779"
"515","1925","Bernice","F","5728"
"516","1925","Marion","F","5576"
"517","1925","Rita","F","5323"
"518","1925","Juanita","F","5233"
"519","1925","Robert","M","60897"
"520","1925","John","M","57200"
"521","1925","William","M","53307"
"522","1925","James","M","52683"
"523","1925","Charles","M","29581"
"524","1925","George","M","26560"
"525","1925","Joseph","M","24616"
"526","1925","Richard","M","23269"
"527","1925","Edward","M","20089"
"528","1925","Donald","M","19192"
"529","1925","Thomas","M","16689"
"530","1925","Frank","M","15328"
"531","1925","Paul","M","14176"
"532","1925","Harold","M","13597"
"533","1925","Raymond","M","12444"
"534","1925","Walter","M","12131"
"535","1925","Jack","M","12010"
"536","1925","Henry","M","10615"
"537","1925","Kenneth","M","10146"
"538","1925","Arthur","M","9986"
"539","1925","Albert","M","9513"
"540","1925","David","M","8917"
"541","1925","Harry","M","8610"
"542","1925","Eugene","M","8516"
"543","1925","Ralph","M","8467"
"544","1925","Howard","M","7169"
"545","1925","Willie","M","7124"
"546","1925","Carl","M","7060"
"547","1925","Louis","M","6799"
"548","1925","Clarence","M","6669"
"549","1925","Earl","M","6435"
"550","1925","Roy","M","6376"
"551","1925","Fred","M","6202"
"552","1925","Joe","M","6106"
"553","1925","Francis","M","5978"
"554","1925","Lawrence","M","5633"
"555","1925","Ernest","M","5493"
"556","1925","Leonard","M","5466"
"557","1925","Anthony","M","5040"
"558","1925","Stanley","M","5030"
"559","1926","Mary","F","67836"
"560","1926","Dorothy","F","36617"
"561","1926","Betty","F","32961"
"562","1926","Helen","F","26885"
"563","1926","Margaret","F","23072"
"564","1926","Ruth","F","20223"
"565","1926","Doris","F","16298"
"566","1926","Virginia","F","16161"
"567","1926","Mildred","F","13549"
"568","1926","Frances","F","13355"
"569","1926","Elizabeth","F","12835"
"570","1926","Jean","F","12167"
"571","1926","Evelyn","F","11780"
"572","1926","Shirley","F","11760"
"573","1926","Anna","F","11697"
"574","1926","Barbara","F","11080"
"575","1926","Alice","F","10956"
"576","1926","Marie","F","10631"
"577","1926","Lois","F","9819"
"578","1926","Gloria","F","9196"
"579","1926","Irene","F","9169"
"580","1926","Marjorie","F","8640"
"581","1926","Patricia","F","8589"
"582","1926","Martha","F","8554"
"583","1926","Rose","F","8509"
"584","1926","Florence","F","8178"
"585","1926","Louise","F","7979"
"586","1926","Lillian","F","7661"
"587","1926","Norma","F","7528"
"588","1926","Ruby","F","7474"
"589","1926","Catherine","F","7470"
"590","1926","Eleanor","F","7304"
"591","1926","Phyllis","F","6921"
"592","1926","Annie","F","6876"
"593","1926","Gladys","F","6634"
"594","1926","Thelma","F","6584"
"595","1926","Josephine","F","6409"
"596","1926","Edna","F","6395"
"597","1926","Pauline","F","6356"
"598","1926","June","F","6077"
"599","1926","Ethel","F","5858"
"600","1926","Edith","F","5786"
"601","1926","Lucille","F","5760"
"602","1926","Joyce","F","5704"
"603","1926","Bernice","F","5442"
"604","1926","Grace","F","5427"
"605","1926","Marion","F","5354"
"606","1926","Hazel","F","5302"
"607","1926","Dolores","F","5219"
"608","1926","Rita","F","5015"
"609","1926","Robert","M","61130"
"610","1926","John","M","56106"
"611","1926","James","M","53205"
"612","1926","William","M","51919"
"613","1926","Charles","M","29524"
"614","1926","George","M","25908"
"615","1926","Richard","M","25145"
"616","1926","Joseph","M","23760"
"617","1926","Donald","M","20913"
"618","1926","Edward","M","19376"
"619","1926","Thomas","M","16595"
"620","1926","Frank","M","14494"
"621","1926","Paul","M","13654"
"622","1926","Harold","M","13311"
"623","1926","Raymond","M","12807"
"624","1926","Jack","M","12196"
"625","1926","Walter","M","11775"
"626","1926","Kenneth","M","10343"
"627","1926","Henry","M","9998"
"628","1926","Arthur","M","9465"
"629","1926","Albert","M","9145"
"630","1926","David","M","9040"
"631","1926","Eugene","M","9013"
"632","1926","Ralph","M","8454"
"633","1926","Harry","M","8215"
"634","1926","Carl","M","6940"
"635","1926","Howard","M","6838"
"636","1926","Willie","M","6819"
"637","1926","Clarence","M","6541"
"638","1926","Louis","M","6511"
"639","1926","Fred","M","6448"
"640","1926","Earl","M","6441"
"641","1926","Joe","M","6339"
"642","1926","Roy","M","6224"
"643","1926","Francis","M","5790"
"644","1926","Lawrence","M","5582"
"645","1926","Ernest","M","5436"
"646","1926","Leonard","M","5402"
"647","1926","Norman","M","5284"
"648","1926","Billy","M","5180"
"649","1926","Gerald","M","5122"
"650","1926","Anthony","M","5060"
"651","1927","Mary","F","70640"
"652","1927","Dorothy","F","35989"
"653","1927","Betty","F","35425"
"654","1927","Helen","F","25321"
"655","1927","Margaret","F","21963"
"656","1927","Ruth","F","19417"
"657","1927","Doris","F","16508"
"658","1927","Virginia","F","15727"
"659","1927","Shirley","F","13315"
"660","1927","Barbara","F","13160"
"661","1927","Mildred","F","13055"
"662","1927","Frances","F","12988"
"663","1927","Elizabeth","F","12526"
"664","1927","Jean","F","12511"
"665","1927","Evelyn","F","11496"
"666","1927","Anna","F","11216"
"667","1927","Alice","F","10681"
"668","1927","Patricia","F","10553"
"669","1927","Lois","F","10505"
"670","1927","Marie","F","10314"
"671","1927","Irene","F","8607"
"672","1927","Gloria","F","8535"
"673","1927","Rose","F","8498"
"674","1927","Martha","F","8305"
"675","1927","Marjorie","F","8116"
"676","1927","Norma","F","7996"
"677","1927","Louise","F","7704"
"678","1927","Florence","F","7645"
"679","1927","Phyllis","F","7424"
"680","1927","Ruby","F","7264"
"681","1927","Catherine","F","7256"
"682","1927","Lillian","F","7181"
"683","1927","Eleanor","F","6962"
"684","1927","Dolores","F","6769"
"685","1927","Joyce","F","6685"
"686","1927","Annie","F","6561"
"687","1927","Gladys","F","6416"
"688","1927","Thelma","F","6304"
"689","1927","Josephine","F","6109"
"690","1927","Edna","F","6086"
"691","1927","Joan","F","6032"
"692","1927","Pauline","F","6011"
"693","1927","June","F","5737"
"694","1927","Lorraine","F","5728"
"695","1927","Lucille","F","5633"
"696","1927","Marilyn","F","5554"
"697","1927","Ethel","F","5485"
"698","1927","Edith","F","5402"
"699","1927","Bernice","F","5306"
"700","1927","Grace","F","5303"
"701","1927","Marion","F","5211"
"702","1927","Theresa","F","5128"
"703","1927","Hazel","F","5096"
"704","1927","Rita","F","5084"
"705","1927","Juanita","F","5073"
"706","1927","Nancy","F","5022"
"707","1927","Robert","M","61671"
"708","1927","John","M","55954"
"709","1927","James","M","53674"
"710","1927","William","M","51480"
"711","1927","Charles","M","31938"
"712","1927","Richard","M","26767"
"713","1927","George","M","25950"
"714","1927","Donald","M","23836"
"715","1927","Joseph","M","23503"
"716","1927","Edward","M","19114"
"717","1927","Thomas","M","17028"
"718","1927","Frank","M","14379"
"719","1927","Paul","M","13605"
"720","1927","Harold","M","13228"
"721","1927","Raymond","M","12806"
"722","1927","Jack","M","12801"
"723","1927","Walter","M","11344"
"724","1927","Kenneth","M","10848"
"725","1927","Henry","M","9868"
"726","1927","Eugene","M","9744"
"727","1927","David","M","9425"
"728","1927","Arthur","M","9340"
"729","1927","Albert","M","9128"
"730","1927","Ralph","M","8436"
"731","1927","Harry","M","8019"
"732","1927","Carl","M","7281"
"733","1927","Willie","M","6969"
"734","1927","Howard","M","6830"
"735","1927","Louis","M","6665"
"736","1927","Joe","M","6541"
"737","1927","Billy","M","6463"
"738","1927","Clarence","M","6458"
"739","1927","Earl","M","6405"
"740","1927","Roy","M","6387"
"741","1927","Fred","M","6312"
"742","1927","Francis","M","5644"
"743","1927","Lawrence","M","5572"
"744","1927","Gerald","M","5511"
"745","1927","Norman","M","5492"
"746","1927","Leonard","M","5311"
"747","1927","Ernest","M","5208"
"748","1927","Herbert","M","5019"
"749","1928","Mary","F","66873"
"750","1928","Betty","F","36079"
"751","1928","Dorothy","F","33732"
"752","1928","Helen","F","22937"
"753","1928","Margaret","F","20297"
"754","1928","Ruth","F","17858"
"755","1928","Doris","F","16575"
"756","1928","Barbara","F","14873"
"757","1928","Virginia","F","14503"
"758","1928","Shirley","F","14213"
"759","1928","Patricia","F","12332"
"760","1928","Jean","F","12207"
"761","1928","Frances","F","12137"
"762","1928","Elizabeth","F","11765"
"763","1928","Mildred","F","11649"
"764","1928","Anna","F","10575"
"765","1928","Evelyn","F","10534"
"766","1928","Lois","F","10422"
"767","1928","Alice","F","10139"
"768","1928","Dolores","F","9615"
"769","1928","Marie","F","9287"
"770","1928","Martha","F","8251"
"771","1928","Norma","F","8165"
"772","1928","Rose","F","8161"
"773","1928","Gloria","F","8117"
"774","1928","Phyllis","F","7923"
"775","1928","Joan","F","7855"
"776","1928","Irene","F","7729"
"777","1928","Marjorie","F","7632"
"778","1928","Joyce","F","7244"
"779","1928","Louise","F","7054"
"780","1928","Florence","F","6970"
"781","1928","Catherine","F","6910"
"782","1928","Ruby","F","6693"
"783","1928","Lillian","F","6575"
"784","1928","Eleanor","F","6536"
"785","1928","Annie","F","6328"
"786","1928","Marilyn","F","6067"
"787","1928","Lorraine","F","5982"
"788","1928","Thelma","F","5979"
"789","1928","Gladys","F","5793"
"790","1928","Josephine","F","5672"
"791","1928","Nancy","F","5537"
"792","1928","June","F","5517"
"793","1928","Edna","F","5473"
"794","1928","Beverly","F","5435"
"795","1928","Marion","F","5420"
"796","1928","Pauline","F","5389"
"797","1928","Theresa","F","5332"
"798","1928","Geraldine","F","5156"
"799","1928","Lucille","F","5094"
"800","1928","Robert","M","60703"
"801","1928","John","M","53757"
"802","1928","James","M","52756"
"803","1928","William","M","49121"
"804","1928","Charles","M","31243"
"805","1928","Richard","M","28797"
"806","1928","Donald","M","25702"
"807","1928","George","M","24398"
"808","1928","Joseph","M","22316"
"809","1928","Edward","M","18492"
"810","1928","Thomas","M","16580"
"811","1928","Frank","M","13569"
"812","1928","Paul","M","13163"
"813","1928","Harold","M","12679"
"814","1928","Jack","M","12493"
"815","1928","Raymond","M","11949"
"816","1928","Kenneth","M","11169"
"817","1928","Walter","M","10652"
"818","1928","David","M","9994"
"819","1928","Eugene","M","9709"
"820","1928","Henry","M","9316"
"821","1928","Arthur","M","8879"
"822","1928","Albert","M","8814"
"823","1928","Ralph","M","8100"
"824","1928","Herbert","M","8067"
"825","1928","Harry","M","7606"
"826","1928","Billy","M","7310"
"827","1928","Carl","M","6943"
"828","1928","Willie","M","6819"
"829","1928","Joe","M","6681"
"830","1928","Howard","M","6496"
"831","1928","Louis","M","6297"
"832","1928","Alfred","M","6248"
"833","1928","Roy","M","6228"
"834","1928","Clarence","M","6066"
"835","1928","Fred","M","6035"
"836","1928","Earl","M","5967"
"837","1928","Lawrence","M","5597"
"838","1928","Norman","M","5590"
"839","1928","Francis","M","5515"
"840","1928","Gerald","M","5487"
"841","1928","Leonard","M","5134"
"842","1929","Mary","F","63511"
"843","1929","Betty","F","36679"
"844","1929","Dorothy","F","31479"
"845","1929","Helen","F","20982"
"846","1929","Margaret","F","19207"
"847","1929","Doris","F","16497"
"848","1929","Barbara","F","16039"
"849","1929","Ruth","F","16023"
